timestamp,quat_w,quat_x,quat_y,quat_z,acc_x,acc_y,acc_z,lin_acc_x,lin_acc_y,lin_acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,euler_yaw,euler_pitch,euler_roll
1752001863041,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,0.38,9.19,5.38,0.38,9.19,5.38
1752001863179,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,0.38,9.06,5.38,0.38,9.06,5.38
1752001863297,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,0.31,8.75,5.5,0.31,8.75,5.5
1752001863414,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,0.25,8.56,5.63,0.25,8.56,5.63
1752001863647,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,359.94,7.44,5.31,359.94,7.44,5.31
1752001863764,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,356.31,7.13,2.44,356.31,7.13,2.44
1752001863881,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,356.69,7.31,3.5,356.69,7.31,3.5
1752001864015,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,357.25,8.25,3.19,357.25,8.25,3.19
1752001864132,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,357.75,9.44,2.69,357.75,9.44,2.69
1752001864250,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,358.0,8.19,3.44,358.0,8.19,3.44
1752001864367,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,356.94,8.0,3.0,356.94,8.0,3.0
1752001864500,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,355.88,9.13,3.5,355.88,9.13,3.5
1752001864733,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,347.13,8.38,6.56,347.13,8.38,6.56
1752001864849,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,341.13,8.38,7.0,341.13,8.38,7.0
1752001864965,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,335.44,7.63,7.69,335.44,7.63,7.69
1752001865081,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,330.25,7.31,8.44,330.25,7.31,8.44
1752001865213,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,325.44,6.94,9.19,325.44,6.94,9.19
1752001865331,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,321.94,6.25,10.13,321.94,6.25,10.13
1752001865467,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,316.88,5.25,11.31,316.88,5.25,11.31
1752001865587,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,311.0,4.38,12.44,311.0,4.38,12.44
1752001865915,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,293.63,3.31,13.13,293.63,3.31,13.13
1752001866040,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,287.38,2.44,13.38,287.38,2.44,13.38
1752001866164,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,283.75,1.38,13.75,283.75,1.38,13.75
1752001866273,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,281.5,1.81,14.25,281.5,1.81,14.25
1752001866590,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,289.94,0.5,11.94,289.94,0.5,11.94
1752001866724,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,297.25,-1.13,9.06,297.25,-1.13,9.06
1752001866840,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,304.5,-1.69,6.31,304.5,-1.69,6.31
1752001866957,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,312.81,-2.5,4.06,312.81,-2.5,4.06
1752001867074,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,321.69,-2.25,2.94,321.69,-2.25,2.94
1752001867199,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,330.94,-1.44,2.81,330.94,-1.44,2.81
1752001867526,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,357.25,2.31,0.88,357.25,2.31,0.88
1752001867759,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,12.69,2.81,-0.44,12.69,2.81,-0.44
