timestamp,heading,roll,pitch,acc_x,acc_y,acc_z,lin_acc_x,lin_acc_y,lin_acc_z,quat_w,quat_x,quat_y,quat_z,mag_x,mag_y,mag_z
1752858880176,0.6,0.77,-0.21,-0.0,0.0,-0.0,3.0,9.0,-3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1752858880176,0.6,0.77,-0.21,0.0,0.0,0.0,3.0,9.0,-3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1752858880176,0.6,0.77,-0.21,-0.0,0.0,-0.0,3.0,9.0,-3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1752858880176,0.6,0.77,-0.21,0.0,-0.0,0.0,3.0,9.0,-3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1752858880176,0.6,0.77,-0.21,-0.0,0.0,0.0,3.0,9.0,-3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1752858880218,0.6,0.77,-0.21,0.0,0.0,0.0,3.0,9.0,-3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1752858880478,0.6,0.77,-0.21,0.0,0.0,0.0,3.0,9.0,-3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1752858880916,0.6,0.77,-0.21,0.0,0.0,0.0,3.0,9.0,-3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1752858880966,0.6,0.77,-0.21,0.0,-0.0,0.0,3.0,9.0,-3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1752858881106,0.6,0.77,-0.21,-0.0,0.0,0.0,2.0,9.0,-3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1752858881142,0.6,0.77,-0.21,0.0,-0.0,0.0,3.0,9.0,-3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1752858881177,0.6,0.77,-0.21,0.0,-0.0,0.0,3.0,9.0,-3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1752858881226,0.6,0.77,-0.21,-0.0,-0.0,0.0,3.0,9.0,-3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
