timestamp,heading,roll,pitch,acc_x,acc_y,acc_z,lin_acc_x,lin_acc_y,lin_acc_z,quat_w,quat_x,quat_y,quat_z,mag_x,mag_y,mag_z
1752780742662,251.0,-12.0,-104.0,-4.0,9.0,-2.0,-1.6,1.2,-0.4,-0.36,-0.3,-0.73,-0.51,0.0,0.0,0.0
1752780742663,289.0,-49.0,-108.0,-8.0,8.0,-0.0,-0.2,3.4,2.0,-0.51,-0.05,-0.78,-0.37,0.0,0.0,0.0
1752780742663,312.0,-64.0,-125.0,-10.0,5.0,-1.0,0.3,1.1,1.5,-0.56,0.03,-0.79,-0.25,0.0,0.0,0.0
1752780742663,334.0,-74.0,-160.0,-8.0,-1.0,-1.0,3.1,-4.2,-0.2,-0.59,0.1,-0.79,-0.14,0.0,0.0,0.0
1752780742663,347.0,-74.0,166.0,-6.0,-3.0,-1.0,3.6,-1.7,1.8,-0.6,0.14,-0.78,-0.07,0.0,0.0,0.0
1752780742663,5.0,-71.0,142.0,-7.0,-2.0,-2.0,1.8,0.2,0.7,-0.61,0.13,-0.78,0.02,0.0,0.0,0.0
1752780742759,7.0,-71.0,138.0,-8.0,-1.0,-1.0,1.7,1.4,1.1,-0.61,0.13,-0.78,0.04,0.0,0.0,0.0
1752780742887,14.0,-69.0,127.0,-7.0,-4.0,-1.0,1.6,-1.3,1.1,-0.62,0.12,-0.77,0.09,0.0,0.0,0.0
1752780742921,12.0,-70.0,130.0,-9.0,-3.0,-2.0,-1.5,0.7,-0.4,-0.62,0.13,-0.77,0.06,0.0,0.0,0.0
1752780742967,10.0,-72.0,135.0,-10.0,-2.0,-3.0,-0.3,0.3,-0.0,-0.62,0.12,-0.77,0.05,0.0,0.0,0.0
1752780743005,11.0,-71.0,134.0,-8.0,-3.0,-1.0,1.5,-0.9,1.0,-0.62,0.12,-0.78,0.06,0.0,0.0,0.0
1752780743052,11.0,-70.0,134.0,-9.0,-3.0,-2.0,0.9,-1.0,0.4,-0.62,0.12,-0.78,0.06,0.0,0.0,0.0
1752780743090,12.0,-70.0,134.0,-8.0,-4.0,-2.0,0.9,-0.8,0.7,-0.61,0.12,-0.78,0.06,0.0,0.0,0.0
1752780743140,11.0,-70.0,135.0,-9.0,-3.0,-2.0,0.1,-0.4,0.0,-0.61,0.12,-0.78,0.06,0.0,0.0,0.0
1752780743173,10.0,-70.0,136.0,-9.0,-3.0,-2.0,0.1,-0.4,-0.0,-0.61,0.12,-0.78,0.06,0.0,0.0,0.0
1752780743214,10.0,-70.0,136.0,-8.0,-3.0,-2.0,0.7,-0.7,0.3,-0.61,0.12,-0.78,0.06,0.0,0.0,0.0
1752780743357,10.0,-70.0,137.0,-8.0,-2.0,-2.0,0.8,-0.0,0.3,-0.61,0.12,-0.78,0.05,0.0,0.0,0.0
1752780743496,10.0,-70.0,138.0,-9.0,-2.0,-2.0,0.4,-0.0,0.4,-0.61,0.12,-0.78,0.06,0.0,0.0,0.0
1752780743538,10.0,-70.0,137.0,-8.0,-3.0,-2.0,1.2,-0.4,0.8,-0.61,0.12,-0.78,0.05,0.0,0.0,0.0
1752780743572,10.0,-70.0,137.0,-8.0,-3.0,-2.0,0.7,-0.4,0.7,-0.61,0.12,-0.78,0.05,0.0,0.0,0.0
1752780743616,9.0,-71.0,137.0,-9.0,-3.0,-2.0,0.3,-0.6,0.2,-0.61,0.12,-0.78,0.05,0.0,0.0,0.0
1752780743667,9.0,-71.0,137.0,-9.0,-3.0,-2.0,0.5,-0.4,0.5,-0.61,0.12,-0.78,0.05,0.0,0.0,0.0
1752780743697,9.0,-71.0,137.0,-9.0,-3.0,-2.0,0.7,-0.7,0.3,-0.61,0.12,-0.78,0.05,0.0,0.0,0.0
1752780743941,8.0,-71.0,138.0,-9.0,-2.0,-2.0,0.5,-0.3,0.4,-0.61,0.12,-0.78,0.05,0.0,0.0,0.0
1752780743991,7.0,-72.0,138.0,-9.0,-2.0,-2.0,0.5,-0.4,0.4,-0.62,0.12,-0.78,0.04,0.0,0.0,0.0
1752780744143,8.0,-72.0,136.0,-9.0,-2.0,-2.0,0.4,-0.2,0.3,-0.62,0.12,-0.77,0.04,0.0,0.0,0.0
1752780744177,8.0,-72.0,136.0,-9.0,-2.0,-2.0,0.5,-0.3,0.3,-0.62,0.12,-0.77,0.04,0.0,0.0,0.0
1752780744317,8.0,-72.0,135.0,-9.0,-2.0,-2.0,0.4,-0.1,0.2,-0.62,0.12,-0.77,0.04,0.0,0.0,0.0
1752780744375,7.0,-72.0,135.0,-9.0,-2.0,-2.0,0.5,-0.3,0.2,-0.63,0.12,-0.77,0.04,0.0,0.0,0.0
1752780744408,7.0,-72.0,135.0,-9.0,-2.0,-2.0,0.4,-0.2,0.2,-0.63,0.12,-0.77,0.04,0.0,0.0,0.0
1752780744461,7.0,-72.0,135.0,-9.0,-2.0,-2.0,0.4,-0.1,0.3,-0.63,0.12,-0.77,0.04,0.0,0.0,0.0
1752780744511,7.0,-72.0,135.0,-9.0,-2.0,-2.0,0.4,-0.1,0.2,-0.63,0.12,-0.77,0.04,0.0,0.0,0.0
1752780744642,8.0,-72.0,135.0,-9.0,-2.0,-2.0,0.5,-0.1,0.1,-0.62,0.12,-0.77,0.04,0.0,0.0,0.0
