timestamp,heading,roll,pitch,acc_x,acc_y,acc_z,lin_acc_x,lin_acc_y,lin_acc_z,quat_w,quat_x,quat_y,quat_z,mag_x,mag_y,mag_z
1752854691093,358.0,-22.0,122.0,-4.0,-8.0,-5.0,0.1,-0.1,0.1,0.51,-0.79,0.35,0.01,0.0,0.0,0.0
1752854691093,358.0,-22.0,122.0,-4.0,-8.0,-5.0,-0.1,-0.3,-0.1,0.51,-0.79,0.35,0.01,0.0,0.0,0.0
1752854691181,358.0,-22.0,122.0,-4.0,-8.0,-5.0,-0.1,0.0,0.1,0.51,-0.79,0.35,0.01,0.0,0.0,0.0
1752854691532,358.0,-22.0,122.0,-4.0,-8.0,-5.0,-0.1,-0.3,-0.0,0.51,-0.79,0.35,0.01,0.0,0.0,0.0
1752854691566,358.0,-22.0,122.0,-4.0,-8.0,-5.0,-0.0,-0.3,-0.0,0.51,-0.79,0.35,0.01,0.0,0.0,0.0
1752854691615,358.0,-22.0,122.0,-4.0,-8.0,-5.0,-0.0,-0.3,-0.0,0.51,-0.79,0.35,0.01,0.0,0.0,0.0
1752854691649,358.0,-22.0,122.0,-4.0,-8.0,-5.0,-0.1,-0.1,-0.0,0.51,-0.79,0.35,0.01,0.0,0.0,0.0
1752854691699,358.0,-22.0,122.0,-4.0,-8.0,-5.0,-0.1,-0.1,0.0,0.51,-0.79,0.35,0.01,0.0,0.0,0.0
1752854691732,358.0,-22.0,122.0,-4.0,-8.0,-5.0,-0.1,-0.2,-0.1,0.51,-0.79,0.35,0.01,0.0,0.0,0.0
1752854691782,358.0,-22.0,122.0,-4.0,-8.0,-5.0,-0.1,-0.2,-0.0,0.51,-0.79,0.35,0.01,0.0,0.0,0.0
1752854691816,358.0,-22.0,122.0,-4.0,-8.0,-5.0,-0.1,-0.2,0.0,0.51,-0.79,0.35,0.01,0.0,0.0,0.0
1752854691849,358.0,-22.0,122.0,-4.0,-8.0,-5.0,-0.1,0.1,0.0,0.51,-0.79,0.35,0.01,0.0,0.0,0.0
1752854691896,358.0,-22.0,122.0,-4.0,-8.0,-5.0,-0.1,-0.1,0.0,0.51,-0.79,0.35,0.01,0.0,0.0,0.0
1752854692249,358.0,-22.0,122.0,-4.0,-8.0,-5.0,-0.1,-0.3,-0.0,0.51,-0.79,0.35,0.01,0.0,0.0,0.0
1752854692625,358.0,-22.0,122.0,-4.0,-8.0,-5.0,-0.0,-0.2,-0.0,0.51,-0.79,0.35,0.01,0.0,0.0,0.0
1752854692748,358.0,-22.0,122.0,-4.0,-8.0,-5.0,-0.1,-0.1,-0.0,0.51,-0.79,0.35,0.01,0.0,0.0,0.0
1752854692791,358.0,-22.0,122.0,-4.0,-8.0,-5.0,-0.2,-0.1,-0.1,0.51,-0.79,0.35,0.01,0.0,0.0,0.0
1752854692838,358.0,-22.0,122.0,-4.0,-8.0,-5.0,-0.2,-0.0,-0.3,0.51,-0.79,0.35,0.01,0.0,0.0,0.0
1752854692982,358.0,-22.0,122.0,-4.0,-8.0,-5.0,0.0,0.1,0.0,0.51,-0.79,0.35,0.01,0.0,0.0,0.0
1752854693021,358.0,-22.0,122.0,-4.0,-8.0,-5.0,-0.1,-0.3,-0.0,0.51,-0.79,0.35,0.01,0.0,0.0,0.0
1752854693075,358.0,-22.0,122.0,-4.0,-8.0,-5.0,-0.0,-0.2,0.0,0.51,-0.79,0.35,0.01,0.0,0.0,0.0
1752854693114,358.0,-22.0,122.0,-4.0,-8.0,-5.0,-0.0,-0.2,0.0,0.51,-0.79,0.35,0.01,0.0,0.0,0.0
1752854693149,358.0,-22.0,122.0,-4.0,-8.0,-5.0,-0.1,-0.2,0.0,0.51,-0.79,0.35,0.01,0.0,0.0,0.0
1752854693189,358.0,-22.0,122.0,-4.0,-8.0,-5.0,-0.1,-0.1,-0.0,0.51,-0.79,0.35,0.01,0.0,0.0,0.0
1752854693224,358.0,-22.0,122.0,-4.0,-8.0,-5.0,-0.1,-0.2,-0.0,0.51,-0.79,0.35,0.01,0.0,0.0,0.0
1752854693259,358.0,-22.0,122.0,-4.0,-8.0,-5.0,-0.1,-0.2,-0.0,0.51,-0.79,0.35,0.01,0.0,0.0,0.0
1752854693403,358.0,-22.0,122.0,-4.0,-8.0,-5.0,-0.1,-0.3,-0.1,0.51,-0.79,0.35,0.01,0.0,0.0,0.0
1752854693445,358.0,-22.0,122.0,-4.0,-8.0,-5.0,-0.1,-0.3,-0.0,0.51,-0.79,0.35,0.01,0.0,0.0,0.0
1752854693696,358.0,-22.0,122.0,-4.0,-8.0,-5.0,-0.1,-0.2,-0.0,0.51,-0.79,0.35,0.01,0.0,0.0,0.0
1752854694041,4.0,-22.0,121.0,-9.0,-9.0,-4.0,-5.3,-0.7,-0.4,0.51,-0.77,0.39,-0.02,0.0,0.0,0.0
1752854694083,21.0,-19.0,119.0,-9.0,-7.0,-7.0,2.5,-3.1,-2.8,0.51,-0.72,0.46,-0.09,0.0,0.0,0.0
1752854694134,26.0,-14.0,117.0,5.0,-6.0,-6.0,12.4,-2.4,3.3,0.51,-0.74,0.41,-0.12,0.0,0.0,0.0
