timestamp,heading,roll,pitch,acc_x,acc_y,acc_z,lin_acc_x,lin_acc_y,lin_acc_z,quat_w,quat_x,quat_y,quat_z,mag_x,mag_y,mag_z
1752779978305,145.0,-4.0,-125.0,-1.0,8.0,-5.0,-0.2,-0.3,0.4,0.14,0.34,-0.82,-0.44,0.0,0.0,0.0
1752779978306,145.0,-4.0,-125.0,-0.0,8.0,-5.0,0.3,0.0,0.5,0.14,0.34,-0.82,-0.44,0.0,0.0,0.0
1752779978306,145.0,-5.0,-124.0,-1.0,8.0,-5.0,-0.1,-0.3,0.2,0.14,0.34,-0.81,-0.45,0.0,0.0,0.0
1752779978306,145.0,-5.0,-122.0,-0.0,10.0,-6.0,-0.2,-0.1,0.7,0.14,0.34,-0.81,-0.45,0.0,0.0,0.0
1752779978306,141.0,-3.0,-124.0,1.0,8.0,-6.0,1.0,-0.1,-0.9,0.16,0.35,-0.81,-0.44,0.0,0.0,0.0
1752779978306,141.0,-4.0,-125.0,-1.0,8.0,-6.0,-0.2,0.6,-0.9,0.16,0.37,-0.81,-0.43,0.0,0.0,0.0
1752779978514,142.0,-4.0,-126.0,-1.0,9.0,-7.0,-0.1,1.6,-0.7,0.15,0.36,-0.81,-0.43,0.0,0.0,0.0
1752779978547,140.0,-3.0,-126.0,-1.0,8.0,-5.0,-0.1,-0.2,0.4,0.15,0.35,-0.82,-0.43,0.0,0.0,0.0
1752779978581,141.0,-3.0,-126.0,-0.0,7.0,-6.0,0.1,-0.6,0.0,0.15,0.35,-0.82,-0.43,0.0,0.0,0.0
1752779978631,141.0,-3.0,-125.0,0.0,13.0,-9.0,0.8,5.0,-3.5,0.15,0.35,-0.82,-0.43,0.0,0.0,0.0
1752779978665,142.0,-3.0,-124.0,-0.0,8.0,-6.0,0.1,0.1,-0.1,0.15,0.34,-0.82,-0.44,0.0,0.0,0.0
1752779978699,142.0,-3.0,-124.0,-1.0,8.0,-5.0,-0.1,-0.5,0.0,0.15,0.34,-0.82,-0.44,0.0,0.0,0.0
1752779978851,143.0,-3.0,-124.0,0.0,8.0,-5.0,0.5,0.2,0.0,0.15,0.34,-0.81,-0.45,0.0,0.0,0.0
1752779978885,142.0,-3.0,-124.0,-1.0,9.0,-6.0,-0.1,0.6,-0.8,0.15,0.34,-0.82,-0.44,0.0,0.0,0.0
1752779978919,142.0,-3.0,-124.0,-0.0,10.0,-6.0,0.5,2.1,-0.7,0.15,0.34,-0.82,-0.44,0.0,0.0,0.0
1752779978970,144.0,-4.0,-125.0,-0.0,13.0,-8.0,0.5,4.6,-2.8,0.14,0.34,-0.82,-0.44,0.0,0.0,0.0
1752779979004,152.0,-8.0,-127.0,1.0,11.0,-6.0,2.3,3.3,0.1,0.11,0.36,-0.82,-0.44,0.0,0.0,0.0
1752779979038,167.0,-15.0,-131.0,-1.0,10.0,-6.0,2.3,2.3,0.3,0.05,0.39,-0.81,-0.43,0.0,0.0,0.0
1752779979089,192.0,-25.0,-138.0,-4.0,7.0,-6.0,0.6,0.9,1.2,-0.02,0.44,-0.8,-0.4,0.0,0.0,0.0
1752779979119,214.0,-33.0,-145.0,-3.0,2.0,-4.0,2.7,-1.9,2.8,-0.09,0.47,-0.79,-0.39,0.0,0.0,0.0
1752779979159,292.0,-38.0,-154.0,-5.0,2.0,-5.0,1.3,-0.7,1.7,-0.17,0.52,-0.77,-0.34,0.0,0.0,0.0
1752779979208,288.0,-42.0,-165.0,-6.0,1.0,-6.0,0.4,-0.7,-0.4,-0.23,0.54,-0.75,-0.29,0.0,0.0,0.0
1752779979243,282.0,-45.0,-179.0,-5.0,-1.0,-7.0,1.1,-1.4,0.6,-0.3,0.57,-0.73,-0.24,0.0,0.0,0.0
1752779979277,301.0,-49.0,168.0,-7.0,2.0,-5.0,0.8,2.7,0.2,-0.37,0.57,-0.7,-0.21,0.0,0.0,0.0
1752779979328,328.0,-50.0,142.0,-4.0,-6.0,-3.0,2.9,-1.8,2.0,-0.45,0.6,-0.64,-0.15,0.0,0.0,0.0
1752779979363,339.0,-47.0,128.0,-6.0,-8.0,-2.0,0.9,-2.4,2.1,-0.53,0.62,-0.57,-0.1,0.0,0.0,0.0
1752779979408,348.0,-42.0,117.0,-6.0,-8.0,-2.0,1.0,-0.2,0.0,-0.57,0.63,-0.52,-0.06,0.0,0.0,0.0
1752779979440,353.0,-39.0,111.0,-6.0,-8.0,-3.0,0.7,-1.1,0.5,-0.6,0.64,-0.48,-0.04,0.0,0.0,0.0
1752779979482,360.0,-34.0,103.0,-4.0,-9.0,-1.0,0.9,-0.6,0.4,-0.63,0.63,-0.44,-0.01,0.0,0.0,0.0
1752779979530,2.0,-31.0,99.0,-5.0,-10.0,-1.0,0.5,-0.9,-0.6,-0.65,0.63,-0.42,0.01,0.0,0.0,0.0
1752779979675,347.0,-40.0,94.0,-4.0,-9.0,0.0,2.4,-0.2,1.2,-0.69,0.6,-0.39,-0.06,0.0,0.0,0.0
1752779979721,329.0,-53.0,102.0,-8.0,-6.0,1.0,0.4,0.2,1.5,-0.65,0.6,-0.45,-0.15,0.0,0.0,0.0
1752779979865,309.0,-65.0,114.0,-9.0,1.0,-1.0,0.9,0.1,1.1,-0.58,0.57,-0.51,-0.28,0.0,0.0,0.0
1752779980017,238.0,-57.0,-126.0,-7.0,6.0,-4.0,0.6,1.9,-0.4,-0.28,0.44,-0.68,-0.51,0.0,0.0,0.0
1752779980275,232.0,-52.0,-127.0,-7.0,4.0,-6.0,-0.8,0.4,-0.6,-0.25,0.44,-0.7,-0.51,0.0,0.0,0.0
1752779980319,244.0,-49.0,-150.0,-7.0,2.0,-6.0,0.3,-1.1,-0.7,-0.25,0.5,-0.73,-0.39,0.0,0.0,0.0
1752779980470,269.0,-51.0,-169.0,-8.0,0.0,-6.0,0.2,-0.4,-0.2,-0.31,0.54,-0.71,-0.32,0.0,0.0,0.0
1752779980506,274.0,-52.0,-174.0,-8.0,0.0,-6.0,-0.2,-0.1,-0.1,-0.32,0.55,-0.71,-0.3,0.0,0.0,0.0
1752779980539,280.0,-52.0,-178.0,-7.0,1.0,-6.0,0.3,0.6,0.1,-0.33,0.56,-0.7,-0.28,0.0,0.0,0.0
1752779980580,287.0,-52.0,177.0,-8.0,-1.0,-6.0,0.3,-0.5,0.2,-0.35,0.56,-0.7,-0.26,0.0,0.0,0.0
1752779980623,293.0,-52.0,172.0,-8.0,-0.0,-6.0,0.0,0.7,-0.1,-0.37,0.57,-0.69,-0.25,0.0,0.0,0.0
1752779980773,295.0,-52.0,170.0,-8.0,-1.0,-6.0,-0.1,0.3,0.1,-0.37,0.58,-0.69,-0.24,0.0,0.0,0.0
1752779980923,308.0,-52.0,157.0,-8.0,-2.0,-5.0,0.0,-0.1,0.3,-0.42,0.6,-0.65,-0.2,0.0,0.0,0.0
1752779980957,308.0,-52.0,157.0,-8.0,-2.0,-5.0,0.0,0.3,-0.1,-0.42,0.61,-0.65,-0.2,0.0,0.0,0.0
1752779981004,308.0,-52.0,157.0,-8.0,-2.0,-6.0,0.1,0.2,-0.7,-0.42,0.61,-0.65,-0.2,0.0,0.0,0.0
1752779981040,308.0,-52.0,157.0,-8.0,-2.0,-5.0,-0.2,0.6,0.1,-0.42,0.61,-0.65,-0.2,0.0,0.0,0.0
1752779981190,308.0,-52.0,156.0,-8.0,-2.0,-6.0,-0.0,0.2,-0.1,-0.42,0.61,-0.64,-0.21,0.0,0.0,0.0
1752779981224,309.0,-52.0,156.0,-8.0,-2.0,-5.0,0.1,0.3,0.3,-0.42,0.61,-0.64,-0.2,0.0,0.0,0.0
1752779981271,309.0,-52.0,156.0,-8.0,-2.0,-6.0,-0.2,0.1,-0.3,-0.42,0.61,-0.64,-0.2,0.0,0.0,0.0
1752779981409,309.0,-51.0,156.0,-8.0,-2.0,-6.0,0.1,-0.2,-0.1,-0.42,0.61,-0.64,-0.2,0.0,0.0,0.0
1752779981452,308.0,-51.0,157.0,-7.0,-2.0,-7.0,0.4,0.7,-1.3,-0.41,0.61,-0.64,-0.2,0.0,0.0,0.0
1752779981592,287.0,-63.0,158.0,-9.0,-1.0,-3.0,-0.6,0.7,0.0,-0.41,0.62,-0.63,-0.22,0.0,0.0,0.0
1752779981646,288.0,-64.0,153.0,-9.0,-2.0,-4.0,0.0,0.4,-0.4,-0.44,0.62,-0.56,-0.32,0.0,0.0,0.0
1752779981773,303.0,-57.0,122.0,-9.0,-4.0,-2.0,-0.3,0.8,0.3,-0.45,0.64,-0.53,-0.33,0.0,0.0,0.0
1752779981814,307.0,-54.0,116.0,-8.0,-5.0,-2.0,0.1,1.0,-0.0,-0.54,0.68,-0.41,-0.27,0.0,0.0,0.0
1752779981852,316.0,-49.0,109.0,-7.0,-7.0,-2.0,0.5,-0.5,0.2,-0.58,0.69,-0.37,-0.24,0.0,0.0,0.0
1752779981893,322.0,-43.0,104.0,-6.0,-8.0,-1.0,0.3,-1.2,0.6,-0.61,0.69,-0.33,-0.21,0.0,0.0,0.0
1752779981938,325.0,-40.0,100.0,-4.0,-9.0,0.0,2.1,-1.9,1.7,-0.63,0.69,-0.3,-0.2,0.0,0.0,0.0
1752779981975,326.0,-39.0,100.0,-6.0,-7.0,-1.0,0.2,0.0,0.2,-0.63,0.69,-0.29,-0.19,0.0,0.0,0.0
1752779982023,324.0,-41.0,101.0,-7.0,-8.0,-1.0,-0.6,-0.7,0.5,-0.62,0.69,-0.3,-0.2,0.0,0.0,0.0
1752779982062,321.0,-45.0,104.0,-7.0,-6.0,-2.0,0.3,0.5,-0.7,-0.61,0.68,-0.34,-0.21,0.0,0.0,0.0
1752779982110,320.0,-48.0,107.0,-7.0,-6.0,-2.0,0.9,-0.8,0.7,-0.6,0.67,-0.38,-0.22,0.0,0.0,0.0
1752779982149,315.0,-51.0,110.0,-7.0,-7.0,-2.0,0.3,-1.3,0.6,-0.58,0.67,-0.4,-0.24,0.0,0.0,0.0
1752779982184,304.0,-58.0,122.0,-8.0,-6.0,-1.0,0.9,-2.3,1.9,-0.54,0.66,-0.44,-0.27,0.0,0.0,0.0
1752779982231,290.0,-65.0,145.0,-6.0,-3.0,-4.0,2.4,-0.7,0.0,-0.49,0.64,-0.51,-0.32,0.0,0.0,0.0
1752779982272,277.0,-65.0,172.0,-7.0,0.0,-6.0,1.6,-0.6,-1.8,-0.4,0.6,-0.59,-0.36,0.0,0.0,0.0
1752779982315,253.0,-61.0,-151.0,-8.0,2.0,-2.0,1.0,-1.6,1.8,-0.33,0.54,-0.65,-0.42,0.0,0.0,0.0
1752779982460,208.0,-31.0,-126.0,-5.0,5.0,-5.0,0.7,-0.3,-0.5,-0.12,0.34,-0.8,-0.48,0.0,0.0,0.0
1752779982496,206.0,-30.0,-124.0,-4.0,8.0,-5.0,0.6,1.3,0.2,-0.11,0.33,-0.8,-0.49,0.0,0.0,0.0
1752779982537,205.0,-30.0,-123.0,-4.0,9.0,-4.0,0.9,1.3,0.5,-0.11,0.31,-0.8,-0.5,0.0,0.0,0.0
1752779982587,204.0,-29.0,-123.0,-5.0,8.0,-6.0,-0.1,0.4,-1.0,-0.11,0.31,-0.8,-0.5,0.0,0.0,0.0
1752779982621,205.0,-30.0,-124.0,-6.0,10.0,-6.0,-0.9,3.0,-1.7,-0.11,0.32,-0.8,-0.5,0.0,0.0,0.0
1752779982654,210.0,-32.0,-125.0,-8.0,13.0,-5.0,-1.9,7.4,-0.9,-0.13,0.33,-0.8,-0.49,0.0,0.0,0.0
1752779982694,223.0,-41.0,-130.0,-7.0,10.0,-3.0,0.3,5.7,1.8,-0.18,0.39,-0.77,-0.47,0.0,0.0,0.0
1752779982738,259.0,-55.0,-158.0,-7.0,-3.0,-5.0,1.4,-4.1,0.5,-0.29,0.49,-0.72,-0.4,0.0,0.0,0.0
1752779982785,277.0,-62.0,-176.0,-7.0,4.0,-3.0,1.3,4.0,1.0,-0.37,0.54,-0.68,-0.34,0.0,0.0,0.0
