timestamp,heading,roll,pitch,acc_x,acc_y,acc_z,lin_acc_x,lin_acc_y,lin_acc_z,quat_w,quat_x,quat_y,quat_z,mag_x,mag_y,mag_z
1752859031319,262.0,-23.0,166.0,-4.0,-3.0,-9.0,0.2,-0.3,0.1,0.22,-0.74,0.63,0.08,0.0,0.0,0.0
1752859031404,262.0,-24.0,166.0,-4.0,-2.0,-9.0,0.2,-0.0,-0.3,0.22,-0.74,0.63,0.08,0.0,0.0,0.0
1752859031557,262.0,-24.0,167.0,-4.0,-2.0,-9.0,-0.1,-0.3,-0.3,0.22,-0.74,0.64,0.09,0.0,0.0,0.0
1752859031607,262.0,-24.0,168.0,-4.0,-2.0,-9.0,-0.1,-0.3,-0.2,0.21,-0.73,0.64,0.09,0.0,0.0,0.0
1752859031756,262.0,-24.0,168.0,-4.0,-2.0,-9.0,-0.2,-0.3,-0.0,0.21,-0.73,0.64,0.09,0.0,0.0,0.0
1752859031804,262.0,-24.0,168.0,-4.0,-2.0,-9.0,-0.1,-0.2,0.2,0.21,-0.74,0.64,0.1,0.0,0.0,0.0
1752859031847,262.0,-24.0,168.0,-5.0,-1.0,-9.0,-0.9,0.5,-0.3,0.21,-0.74,0.64,0.1,0.0,0.0,0.0
1752859031893,262.0,-25.0,168.0,-7.0,-2.0,-10.0,-3.0,-2.0,-3.5,0.22,-0.74,0.63,0.1,0.0,0.0,0.0
1752859031942,261.0,-25.0,168.0,-6.0,-1.0,-12.0,-1.1,0.2,-3.5,0.21,-0.74,0.63,0.1,0.0,0.0,0.0
1752859031988,260.0,-24.0,168.0,-4.0,-4.0,-10.0,-0.0,-2.2,-1.3,0.21,-0.75,0.62,0.1,0.0,0.0,0.0
1752859032132,239.0,-17.0,-173.0,-2.0,2.0,-6.0,0.7,0.7,3.6,0.21,-0.76,0.61,0.09,0.0,0.0,0.0
1752859032278,224.0,-26.0,-165.0,-7.0,0.0,-3.0,-2.3,-2.1,5.6,-0.02,-0.9,0.36,0.26,0.0,0.0,0.0
1752859032314,218.0,-34.0,-162.0,-6.0,3.0,-6.0,0.3,-0.1,0.1,-0.03,-0.89,0.31,0.32,0.0,0.0,0.0
1752859032365,169.0,-45.0,-158.0,-8.0,0.0,-5.0,-0.6,-2.3,1.3,-0.04,-0.88,0.25,0.39,0.0,0.0,0.0
1752859032403,171.0,-54.0,-158.0,-12.0,1.0,-3.0,-3.8,-1.1,2.0,-0.04,-0.87,0.19,0.46,0.0,0.0,0.0
1752859032558,168.0,-74.0,165.0,-10.0,4.0,-3.0,2.6,4.7,-3.0,-0.03,-0.85,0.12,0.52,0.0,0.0,0.0
1752859032592,159.0,-73.0,156.0,-9.0,-1.0,-3.0,0.0,0.5,-0.5,-0.11,-0.76,-0.24,0.6,0.0,0.0,0.0
1752859032643,148.0,-72.0,153.0,-12.0,-4.0,-2.0,0.4,0.3,0.7,-0.17,-0.73,-0.33,0.58,0.0,0.0,0.0
1752859032769,125.0,-69.0,154.0,-8.0,-2.0,-3.0,1.3,-0.0,0.6,-0.22,-0.69,-0.42,0.54,0.0,0.0,0.0
1752859032813,116.0,-71.0,161.0,-9.0,-1.0,-3.0,0.3,-0.3,-0.1,-0.3,-0.64,-0.5,0.5,0.0,0.0,0.0
1752859032854,105.0,-73.0,174.0,-11.0,-0.0,-2.0,-1.7,-0.3,1.1,-0.35,-0.63,-0.51,0.48,0.0,0.0,0.0
1752859032996,64.0,-68.0,-126.0,-12.0,-1.0,-1.0,-1.7,-2.3,-1.3,-0.4,-0.61,-0.51,0.45,0.0,0.0,0.0
1752859033044,55.0,-64.0,-115.0,-9.0,4.0,-3.0,-0.7,0.0,-1.5,-0.57,-0.6,-0.48,0.29,0.0,0.0,0.0
1752859033192,40.0,-47.0,-105.0,-8.0,5.0,-2.0,0.5,-0.9,-1.4,-0.6,-0.61,-0.46,0.25,0.0,0.0,0.0
1752859033228,40.0,-43.0,-109.0,-6.0,5.0,-4.0,0.4,-3.4,-0.3,-0.58,-0.72,-0.32,0.21,0.0,0.0,0.0
1752859033271,42.0,-38.0,-116.0,-5.0,3.0,-2.0,1.0,-3.3,1.9,-0.53,-0.77,-0.29,0.2,0.0,0.0,0.0
1752859033313,45.0,-36.0,-123.0,-5.0,4.0,-3.0,0.8,-2.2,1.4,-0.5,-0.8,-0.27,0.2,0.0,0.0,0.0
1752859033360,49.0,-37.0,-125.0,-6.0,5.0,-5.0,0.4,-1.3,-0.3,-0.48,-0.81,-0.27,0.21,0.0,0.0,0.0
1752859033497,58.0,-40.0,-130.0,-5.0,10.0,-8.0,-0.0,0.4,-0.3,-0.45,-0.82,-0.28,0.23,0.0,0.0,0.0
1752859033647,138.0,-72.0,178.0,-10.0,0.0,-5.0,-0.6,0.5,-2.9,-0.21,-0.75,-0.29,0.55,0.0,0.0,0.0
1752859033691,151.0,-78.0,150.0,-12.0,-2.0,-3.0,-2.7,-0.8,-1.9,-0.17,-0.73,-0.27,0.61,0.0,0.0,0.0
1752859033730,157.0,-80.0,115.0,-11.0,-2.0,-1.0,-0.9,-0.0,-0.6,-0.14,-0.69,-0.25,0.67,0.0,0.0,0.0
1752859033879,162.0,-71.0,65.0,-7.0,-4.0,2.0,1.1,-0.1,-0.4,-0.12,-0.59,-0.29,0.75,0.0,0.0,0.0
1752859033916,160.0,-69.0,63.0,-9.0,-4.0,1.0,0.1,-0.9,-0.6,-0.13,-0.57,-0.31,0.75,0.0,0.0,0.0
1752859033951,159.0,-69.0,59.0,-8.0,-4.0,2.0,0.9,-0.8,0.4,-0.14,-0.56,-0.3,0.76,0.0,0.0,0.0
1752859034100,152.0,-75.0,52.0,-10.0,-1.0,1.0,-0.3,0.3,-0.6,-0.15,-0.56,-0.31,0.75,0.0,0.0,0.0
1752859034150,149.0,-79.0,56.0,-9.0,-1.0,1.0,0.8,-0.2,0.2,-0.2,-0.61,-0.28,0.72,0.0,0.0,0.0
1752859034184,145.0,-83.0,68.0,-10.0,-1.0,-0.0,-0.3,-0.5,-1.0,-0.22,-0.63,-0.28,0.69,0.0,0.0,0.0
1752859034232,141.0,-86.0,177.0,-11.0,-2.0,-0.0,-1.3,-1.1,0.1,-0.23,-0.66,-0.28,0.66,0.0,0.0,0.0
1752859034265,136.0,-84.0,179.0,-11.0,-2.0,-1.0,-0.9,-1.6,0.4,-0.25,-0.68,-0.28,0.63,0.0,0.0,0.0
1752859034301,133.0,-81.0,-168.0,-9.0,1.0,-2.0,0.2,0.1,0.1,-0.26,-0.7,-0.28,0.6,0.0,0.0,0.0
1752859034347,130.0,-77.0,-161.0,-9.0,-0.0,-3.0,0.1,1.0,0.0,-0.26,-0.72,-0.27,0.58,0.0,0.0,0.0
1752859034396,129.0,-73.0,-156.0,-11.0,-0.0,-1.0,0.0,0.0,0.0,-0.26,-0.75,-0.26,0.55,0.0,0.0,0.0
1752859034442,130.0,-68.0,-155.0,-9.0,-2.0,-5.0,-0.2,-3.2,-1.2,-0.24,-0.79,-0.21,0.52,0.0,0.0,0.0
1752859034492,136.0,-64.0,-156.0,-8.0,5.0,-7.0,-2.0,-2.6,0.1,-0.21,-0.81,-0.17,0.51,0.0,0.0,0.0
1752859034551,137.0,-61.0,-157.0,-10.0,2.0,-4.0,-0.6,-0.1,0.0,-0.19,-0.84,-0.14,0.49,0.0,0.0,0.0
1752859034586,134.0,-59.0,-156.0,-9.0,2.0,-4.0,-0.1,-0.4,1.2,-0.2,-0.85,-0.13,0.47,0.0,0.0,0.0
1752859034625,133.0,-56.0,-156.0,-8.0,2.0,-6.0,0.5,-0.3,-0.6,-0.2,-0.86,-0.12,0.46,0.0,0.0,0.0
1752859034661,133.0,-55.0,-154.0,-8.0,2.0,-5.0,0.3,-0.9,-0.1,-0.2,-0.86,-0.11,0.45,0.0,0.0,0.0
1752859035262,105.0,-34.0,-131.0,-5.0,6.0,-6.0,-0.1,-1.5,0.7,-0.29,-0.86,0.16,0.38,0.0,0.0,0.0
1752859035302,99.0,-32.0,-133.0,-6.0,5.0,-5.0,0.0,0.0,0.0,-0.29,-0.88,0.15,0.36,0.0,0.0,0.0
1752859035550,186.0,-27.0,-148.0,-5.0,4.0,-7.0,-0.6,0.0,0.3,-0.3,-0.89,0.13,0.33,0.0,0.0,0.0
1752859035700,182.0,-23.0,-155.0,-4.0,4.0,-8.0,-0.1,-0.3,0.3,-0.23,-0.94,0.04,0.24,0.0,0.0,0.0
1752859035746,181.0,-22.0,-156.0,-4.0,3.0,-8.0,-0.0,-0.9,-0.1,-0.2,-0.96,0.01,0.2,0.0,0.0,0.0
1752859035791,180.0,-21.0,-158.0,-4.0,3.0,-8.0,-0.2,-0.7,0.0,-0.18,-0.96,0.0,0.19,0.0,0.0,0.0
1752859035938,176.0,-21.0,-164.0,-4.0,2.0,-9.0,-0.1,-0.5,-0.3,-0.17,-0.97,-0.01,0.18,0.0,0.0,0.0
1752859035975,175.0,-21.0,-166.0,-4.0,1.0,-9.0,-0.4,-0.6,0.2,-0.13,-0.97,-0.04,0.18,0.0,0.0,0.0
1752859036018,174.0,-22.0,-168.0,-4.0,1.0,-9.0,-0.2,-0.5,-0.0,-0.11,-0.98,-0.05,0.18,0.0,0.0,0.0
1752859036064,173.0,-22.0,-170.0,-4.0,1.0,-9.0,-0.3,-0.4,0.2,-0.1,-0.98,-0.06,0.19,0.0,0.0,0.0
