timestamp,heading,roll,pitch,acc_x,acc_y,acc_z,lin_acc_x,lin_acc_y,lin_acc_z,quat_w,quat_x,quat_y,quat_z,mag_x,mag_y,mag_z
1752780248926,293.0,9.0,-158.0,2.0,5.0,-9.0,0.9,0.9,0.3,0.17,0.54,-0.82,-0.11,0.0,0.0,0.0
1752780248926,294.0,9.0,-157.0,1.0,5.0,-9.0,-1.7,0.5,0.4,0.17,0.54,-0.82,-0.12,0.0,0.0,0.0
1752780248926,295.0,11.0,-159.0,2.0,3.0,-10.0,0.5,0.5,0.5,0.18,0.53,-0.82,-0.1,0.0,0.0,0.0
1752780248928,296.0,13.0,-160.0,2.0,3.0,-10.0,0.0,-0.8,-0.4,0.19,0.52,-0.83,-0.08,0.0,0.0,0.0
1752780248928,297.0,13.0,-158.0,2.0,3.0,-10.0,-0.0,-0.8,-0.8,0.19,0.52,-0.83,-0.07,0.0,0.0,0.0
1752780248928,297.0,13.0,-157.0,3.0,4.0,-9.0,0.6,0.2,-0.0,0.2,0.51,-0.83,-0.1,0.0,0.0,0.0
1752780248928,297.0,14.0,-157.0,1.0,4.0,-9.0,-1.2,0.6,-0.6,0.21,0.51,-0.83,-0.1,0.0,0.0,0.0
1752780248928,297.0,16.0,-156.0,4.0,4.0,-10.0,2.2,-2.3,-0.9,0.22,0.51,-0.83,-0.1,0.0,0.0,0.0
1752780248928,298.0,17.0,-158.0,6.0,0.0,-10.0,2.0,-3.6,-2.0,0.23,0.5,-0.83,-0.08,0.0,0.0,0.0
1752780248999,301.0,18.0,-158.0,3.0,2.0,-10.0,1.1,0.2,-0.3,0.23,0.47,-0.85,-0.08,0.0,0.0,0.0
1752780249039,328.0,8.0,-158.0,1.0,6.0,-8.0,-0.5,2.1,1.3,0.13,0.28,-0.94,-0.15,0.0,0.0,0.0
1752780249090,331.0,6.0,-158.0,-2.0,5.0,-7.0,-2.5,1.3,1.6,0.1,0.24,-0.95,-0.17,0.0,0.0,0.0
1752780249123,332.0,4.0,-158.0,-0.0,4.0,-8.0,-0.8,0.3,1.5,0.08,0.24,-0.95,-0.17,0.0,0.0,0.0
1752780249174,330.0,4.0,-158.0,0.0,3.0,-8.0,-0.4,-1.1,0.7,0.08,0.25,-0.95,-0.17,0.0,0.0,0.0
1752780249199,328.0,7.0,-158.0,1.0,4.0,-10.0,0.2,0.2,-0.7,0.1,0.27,-0.94,-0.17,0.0,0.0,0.0
1752780249241,327.0,9.0,-158.0,2.0,3.0,-10.0,0.5,-0.8,-1.0,0.12,0.28,-0.94,-0.16,0.0,0.0,0.0
