timestamp,heading,roll,pitch,acc_x,acc_y,acc_z,lin_acc_x,lin_acc_y,lin_acc_z,quat_w,quat_x,quat_y,quat_z,mag_x,mag_y,mag_z
1752859137164,351.0,-8.0,92.0,-1.0,-10.0,-0.0,0.0,-0.2,0.1,0.69,-0.72,0.05,0.05,0.0,0.0,0.0
1752859137164,351.0,-8.0,92.0,-1.0,-10.0,-0.0,0.0,-0.1,0.1,0.69,-0.72,0.05,0.05,0.0,0.0,0.0
1752859137164,351.0,-8.0,92.0,-1.0,-10.0,-0.0,0.0,-0.1,0.1,0.69,-0.72,0.05,0.05,0.0,0.0,0.0
1752859137164,351.0,-8.0,92.0,-1.0,-10.0,-0.0,0.0,-0.1,0.1,0.69,-0.72,0.05,0.05,0.0,0.0,0.0
1752859137165,351.0,-8.0,92.0,-1.0,-10.0,-0.0,0.1,-0.1,0.1,0.69,-0.72,0.05,0.05,0.0,0.0,0.0
1752859137200,351.0,-8.0,92.0,-1.0,-10.0,-0.0,0.0,-0.1,0.2,0.69,-0.72,0.05,0.05,0.0,0.0,0.0
1752859137241,351.0,-8.0,92.0,-1.0,-10.0,-0.0,-0.0,0.0,-0.0,0.69,-0.72,0.05,0.05,0.0,0.0,0.0
1752859137283,351.0,-8.0,92.0,-1.0,-10.0,-0.0,0.1,-0.1,0.0,0.69,-0.72,0.05,0.05,0.0,0.0,0.0
1752859137435,351.0,-8.0,92.0,-1.0,-10.0,-0.0,0.0,-0.2,0.2,0.69,-0.72,0.05,0.05,0.0,0.0,0.0
1752859137478,351.0,-8.0,92.0,-1.0,-10.0,-0.0,0.0,-0.2,0.1,0.69,-0.72,0.05,0.05,0.0,0.0,0.0
1752859137641,351.0,-8.0,92.0,-1.0,-10.0,-0.0,0.0,-0.1,0.1,0.69,-0.72,0.05,0.05,0.0,0.0,0.0
1752859137895,351.0,-8.0,92.0,-1.0,-10.0,-0.0,-2.4,1.4,4.8,0.69,-0.72,0.05,0.05,0.0,0.0,0.0
1752859137949,352.0,-8.0,92.0,-7.0,-5.0,14.0,-5.4,4.3,14.7,0.69,-0.72,0.05,0.05,0.0,0.0,0.0
1752859138069,352.0,-7.0,96.0,-0.0,-12.0,-3.0,-0.7,-3.5,-1.8,0.69,-0.72,0.04,0.05,0.0,0.0,0.0
1752859138112,353.0,-6.0,102.0,1.0,-12.0,0.0,1.8,-1.9,2.0,0.63,-0.78,0.03,0.04,0.0,0.0,0.0
1752859138150,353.0,-5.0,105.0,-1.0,-10.0,-2.0,0.0,0.0,0.0,0.61,-0.79,0.03,0.04,0.0,0.0,0.0
1752859138192,352.0,-5.0,108.0,-2.0,-11.0,-2.0,-1.0,-1.9,0.8,0.59,-0.81,0.02,0.04,0.0,0.0,0.0
1752859138238,351.0,-4.0,113.0,-0.0,-8.0,-4.0,0.5,-0.3,-0.4,0.56,-0.83,0.01,0.04,0.0,0.0,0.0
1752859138490,345.0,-3.0,130.0,-0.0,-8.0,-7.0,0.5,-1.8,0.6,0.42,-0.9,-0.04,0.05,0.0,0.0,0.0
