timestamp,heading,roll,pitch,acc_x,acc_y,acc_z,lin_acc_x,lin_acc_y,lin_acc_z,quat_w,quat_x,quat_y,quat_z,mag_x,mag_y,mag_z,temperature
1752776007793,0.25,-11.63,-113.88,0.0,0.01,-0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776007928,359.31,-11.31,-114.19,-0.22,0.1,0.22,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776007967,359.31,-11.31,-114.19,0.04,-0.04,-0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776008008,359.13,-11.31,-114.38,0.04,0.11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776008150,359.06,-11.25,-114.81,-0.01,-0.01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776008285,359.13,-11.38,-115.31,0.02,-0.01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776008418,359.38,-11.69,-115.44,0.06,-0.12,-0.06,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776008459,359.38,-11.69,-115.56,0.05,-0.01,-0.08,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776008499,359.44,-11.81,-115.56,0.0,0.0,-0.08,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776008636,359.31,-12.0,-115.56,0.06,-0.18,-0.03,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776008680,359.25,-12.06,-115.56,0.05,-0.04,-0.06,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776008820,359.56,-12.38,-115.81,0.1,0.02,-0.15,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776008860,359.31,-12.25,-116.06,-0.18,-0.03,0.02,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776008900,359.31,-12.31,-116.13,-0.01,0.04,-0.02,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776008938,359.38,-12.38,-116.13,-0.01,-0.03,0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776009070,358.81,-12.19,-116.69,0.08,0.0,-0.16,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776009111,359.25,-12.5,-116.38,0.03,-0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776009151,359.19,-12.5,-116.38,0.22,0.01,-0.04,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776009191,358.94,-12.44,-116.63,0.07,0.27,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776009356,359.25,-12.75,-116.5,-0.04,0.01,0.03,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776009469,0.56,-13.81,-115.44,-0.17,0.57,0.31,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776009509,1.0,-14.5,-115.0,0.02,-0.06,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776009548,0.69,-14.38,-115.38,0.27,-0.39,-0.16,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776009581,0.56,-14.31,-115.5,0.05,-0.12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776009714,0.81,-14.19,-115.94,0.01,0.06,-0.11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776009753,1.19,-14.5,-115.75,0.03,0.17,-0.19,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776009789,1.31,-14.56,-115.75,0.04,-0.23,0.08,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776009935,1.94,-14.81,-115.63,0.06,-0.03,-0.02,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776009971,2.19,-15.0,-115.44,0.0,0.01,0.02,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776010011,2.25,-15.0,-115.44,0.09,-0.07,-0.15,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776010053,2.31,-15.06,-115.44,-0.03,0.09,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776010392,2.38,-15.13,-115.31,-0.04,0.09,0.15,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776010424,2.44,-15.13,-115.38,0.07,0.03,-0.19,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776010464,2.44,-15.13,-115.38,0.06,-0.14,-0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776010505,2.44,-15.13,-115.31,0.02,0.04,-0.06,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776010752,2.25,-14.88,-115.63,0.07,-0.08,-0.12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776010894,2.06,-14.69,-115.88,0.02,0.02,-0.08,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776010937,2.06,-14.69,-115.88,0.04,-0.02,-0.11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776011074,2.38,-14.94,-115.63,0.09,-0.11,-0.12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776011112,2.5,-15.06,-115.56,-0.08,0.43,-0.14,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776011152,3.38,-15.63,-115.44,-0.11,0.49,-0.21,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776011186,3.75,-15.88,-115.94,-0.08,1.4,-0.22,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776011222,6.75,-16.94,-118.75,-0.03,2.31,-0.86,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776011256,14.13,-19.63,-123.19,0.01,2.75,-1.38,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776011292,25.38,-25.63,-126.06,-0.36,3.81,-0.56,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776011324,33.38,-28.75,-129.94,0.61,1.19,-1.57,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776011465,53.75,-38.0,-136.94,-0.79,0.77,-1.27,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776011505,61.19,-41.88,-137.56,-0.03,0.34,-1.68,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776011544,70.13,-44.69,-141.38,-0.16,0.38,0.89,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776011577,78.38,-46.69,-145.81,-0.47,1.19,1.76,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776011615,86.38,-47.56,-151.44,-2.55,0.08,0.65,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776011654,88.94,-47.5,-154.06,-2.33,-0.07,-1.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776011688,88.44,-46.31,-154.94,-0.04,-0.61,1.23,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776011825,95.06,-44.0,-161.56,1.8,-1.2,1.77,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776011866,97.69,-43.25,-163.38,0.41,0.04,0.82,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776011908,101.13,-43.81,-164.81,-0.02,0.28,-0.18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776011945,108.75,-44.19,-168.5,0.83,0.88,1.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776011978,111.69,-44.44,-169.94,1.04,0.27,1.27,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776012016,112.94,-45.25,-171.13,-0.43,0.52,-1.36,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776012054,99.44,-44.88,-163.0,-0.66,-0.99,-0.02,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776012088,135.81,-40.56,-168.0,-5.42,8.62,1.96,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776012124,137.94,-33.31,-171.13,-0.32,-1.94,0.55,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776012158,141.06,-25.25,-173.13,0.76,1.2,3.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776012197,141.25,-14.06,-176.94,-0.17,3.58,0.99,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776012228,138.31,-6.94,179.31,-0.15,3.22,-0.12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776012368,104.38,-2.63,162.19,1.73,3.1,-2.37,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776012408,101.0,-2.56,159.69,2.5,-3.77,2.77,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776012447,101.63,-3.44,159.5,1.55,-2.2,0.05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776012478,103.19,-5.44,159.25,1.75,-0.55,-0.36,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776012519,104.63,-9.69,159.06,0.61,1.31,0.05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776012559,102.63,-12.69,158.69,-0.11,1.72,1.15,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776012598,99.19,-13.06,158.31,0.25,-0.07,0.78,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776012832,108.0,-16.31,170.56,-0.34,0.8,-0.27,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776012869,113.88,-17.13,174.0,-0.95,1.61,0.13,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776013010,114.5,-15.63,175.5,-1.02,2.8,-0.04,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776013046,113.31,-14.5,175.31,-0.66,-0.39,0.43,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776013078,112.63,-13.88,175.31,0.09,1.43,-1.13,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776013218,87.94,-11.94,162.94,0.37,-1.58,-2.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776013357,83.56,-23.19,147.0,1.31,-2.97,-0.45,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776013393,84.31,-25.63,144.06,-2.03,2.98,2.03,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776013431,194.31,-24.0,139.56,-0.14,1.12,0.56,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776013461,202.13,-22.0,136.38,-1.17,-2.46,1.32,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776013497,220.81,-17.13,133.31,-0.51,0.8,3.05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776013529,236.13,-11.81,132.94,1.42,-1.44,-2.43,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776013571,240.38,-9.44,135.56,1.14,-1.27,-1.79,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776013611,86.31,-9.19,138.69,-0.2,-0.02,-0.73,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776013648,87.25,-9.94,139.88,0.39,0.68,-1.46,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776013691,87.44,-10.75,141.81,-0.14,0.72,-0.77,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776013726,87.5,-11.94,143.75,-0.51,1.85,-0.34,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776013762,87.44,-12.94,144.06,-1.05,0.85,0.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776013812,87.63,-14.44,143.69,-1.37,0.75,1.66,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776013851,87.69,-15.38,144.13,-1.11,0.44,0.63,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776013880,88.75,-15.56,144.31,-0.26,0.37,-0.19,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776014021,86.0,-13.75,149.13,0.54,0.64,-1.53,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776014162,176.0,-14.69,147.31,0.04,-0.26,0.93,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776014200,174.44,-13.88,147.94,-0.38,0.55,-0.64,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776014347,176.69,-22.69,152.0,3.02,-9.13,-4.11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776014676,208.5,-48.94,149.63,0.03,-0.27,-0.14,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776014723,203.56,-52.63,147.44,0.05,-0.35,0.19,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776014759,199.88,-56.38,145.75,0.09,-0.57,-0.15,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776014897,186.13,-69.56,150.69,0.51,-0.7,0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776014948,182.13,-73.88,162.13,0.05,-1.08,0.15,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776014965,179.13,-75.94,174.75,-0.44,1.1,0.48,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776015004,174.5,-76.44,-163.25,-0.51,1.63,0.91,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776015257,161.0,-70.19,-132.25,-0.29,0.05,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776015292,160.94,-71.19,-145.38,0.29,2.75,0.92,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776015328,170.06,-72.13,-169.19,1.42,0.93,0.06,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776015464,207.19,-55.81,133.94,0.56,1.15,0.55,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776015496,211.44,-53.19,131.56,-1.03,-0.93,0.53,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776015534,217.0,-48.56,130.25,-0.13,0.28,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776015676,239.5,-35.44,125.38,0.02,-0.07,-0.33,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776015814,261.13,-25.75,129.75,0.08,-0.28,0.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776015852,266.13,-23.56,131.25,0.02,-0.02,-0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776015885,272.44,-21.19,132.25,-0.08,-0.5,-0.52,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776015930,275.75,-19.88,132.94,-0.72,0.26,-0.03,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776016069,270.56,-21.88,134.69,0.09,0.25,-0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776016104,270.06,-22.5,134.63,-0.06,-0.3,-0.22,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776016244,261.31,-29.0,136.25,-0.28,-0.38,-0.02,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776016280,259.63,-29.94,136.69,-0.34,0.26,0.08,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776016419,259.19,-30.81,136.44,-0.3,0.32,-0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776016563,259.94,-30.19,137.0,-0.27,0.48,-0.08,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776016606,259.31,-30.31,137.13,-0.19,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776016863,252.75,-32.94,138.94,-0.17,0.12,-0.06,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776017101,240.44,-38.88,142.69,-0.18,0.06,-0.03,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776017239,230.69,-42.88,145.81,-0.19,0.36,-0.02,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776017286,227.25,-44.31,146.94,-0.24,0.38,0.14,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776017429,218.0,-47.88,150.88,-0.12,0.14,0.09,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776017567,205.19,-52.31,157.69,0.27,-0.48,-0.13,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776017713,192.5,-56.25,166.94,-0.03,0.25,0.11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776017847,186.0,-57.38,173.5,-0.08,0.53,0.13,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776017893,185.75,-57.19,172.19,0.36,-0.01,0.05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776017929,184.75,-57.25,173.06,-0.35,-0.24,0.21,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776017961,182.56,-57.56,174.75,0.29,0.04,-0.11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1752776017993,181.63,-57.75,175.81,-0.23,0.25,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
