timestamp,heading,roll,pitch,acc_x,acc_y,acc_z,lin_acc_x,lin_acc_y,lin_acc_z,quat_w,quat_x,quat_y,quat_z,mag_x,mag_y,mag_z
1752780592211,99.0,-14.0,-19.0,-2.0,3.0,9.0,0.0,0.1,-0.1,-0.63,-0.2,0.04,0.75,0.0,0.0,0.0
1752780592211,99.0,-15.0,-19.0,-2.0,3.0,9.0,0.0,0.0,0.0,-0.63,-0.2,0.04,0.75,0.0,0.0,0.0
1752780592211,99.0,-15.0,-19.0,-2.0,3.0,9.0,0.1,0.1,-0.0,-0.63,-0.2,0.04,0.75,0.0,0.0,0.0
1752780592211,99.0,-15.0,-19.0,-2.0,3.0,9.0,0.0,0.1,-0.0,-0.63,-0.2,0.04,0.75,0.0,0.0,0.0
1752780592212,99.0,-15.0,-19.0,-2.0,3.0,9.0,0.0,0.1,-0.1,-0.63,-0.2,0.04,0.75,0.0,0.0,0.0
1752780592346,99.0,-15.0,-19.0,-2.0,3.0,9.0,0.0,0.1,-0.0,-0.63,-0.2,0.04,0.75,0.0,0.0,0.0
1752780592389,99.0,-14.0,-19.0,-2.0,3.0,9.0,0.0,0.1,-0.0,-0.63,-0.2,0.04,0.75,0.0,0.0,0.0
1752780592423,99.0,-14.0,-19.0,-2.0,3.0,9.0,0.0,0.0,-0.0,-0.63,-0.2,0.04,0.75,0.0,0.0,0.0
1752780592470,99.0,-14.0,-19.0,-2.0,3.0,9.0,-0.0,0.1,-0.1,-0.63,-0.2,0.04,0.75,0.0,0.0,0.0
1752780592716,99.0,-14.0,-19.0,-2.0,3.0,9.0,0.0,0.0,0.0,-0.63,-0.2,0.04,0.75,0.0,0.0,0.0
1752780592753,99.0,-14.0,-19.0,-2.0,3.0,9.0,0.0,0.1,-0.1,-0.63,-0.2,0.04,0.75,0.0,0.0,0.0
1752780592805,99.0,-14.0,-19.0,-2.0,3.0,9.0,0.0,0.0,0.0,-0.63,-0.2,0.04,0.75,0.0,0.0,0.0
1752780592944,99.0,-15.0,-19.0,-2.0,3.0,9.0,0.0,0.1,-0.0,-0.63,-0.2,0.04,0.75,0.0,0.0,0.0
1752780592977,99.0,-15.0,-19.0,-2.0,3.0,9.0,0.0,0.0,0.0,-0.63,-0.2,0.04,0.75,0.0,0.0,0.0
1752780593016,99.0,-15.0,-19.0,-2.0,3.0,9.0,0.0,0.1,-0.1,-0.63,-0.2,0.04,0.75,0.0,0.0,0.0
