timestamp,quat_w,quat_x,quat_y,quat_z,acc_x,acc_y,acc_z,lin_acc_x,lin_acc_y,lin_acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,euler_yaw,euler_pitch,euler_roll
1751998789125,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1751998789342,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,352.81,3.56,-13.13,352.81,3.56,-13.13
1751998789576,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,345.81,0.38,-18.13,345.81,0.38,-18.13
1751998789693,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,341.19,19.5,-2.5,341.19,19.5,-2.5
1751998789809,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,341.94,15.56,-2.81,341.94,15.56,-2.81
1751998789943,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,344.25,11.31,-1.38,344.25,11.31,-1.38
1751998790160,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,350.88,6.19,14.69,350.88,6.19,14.69
1751998790378,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,343.81,11.63,21.81,343.81,11.63,21.81
1751998790495,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,339.88,15.13,24.88,339.88,15.13,24.88
1751998790619,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,337.94,18.44,25.75,337.94,18.44,25.75
1751998790745,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,337.13,20.63,24.56,337.13,20.63,24.56
1751998790862,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,339.13,22.88,19.94,339.13,22.88,19.94
1751998791079,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,342.88,21.38,15.19,342.88,21.38,15.19
1751998791214,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,342.94,21.0,15.06,342.94,21.0,15.06
1751998791331,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,341.63,19.19,15.75,341.63,19.19,15.75
1751998791447,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,332.5,16.63,16.38,332.5,16.63,16.38
1751998791681,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,307.06,22.94,23.69,307.06,22.94,23.69
1751998791798,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,296.88,32.38,32.88,296.88,32.38,32.88
1751998791915,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,293.0,41.5,42.44,293.0,41.5,42.44
1751998792049,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,289.13,49.94,53.31,289.13,49.94,53.31
1751998792166,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,285.38,58.88,69.5,285.38,58.88,69.5
1751998792284,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,281.81,62.44,91.06,281.81,62.44,91.06
1751998792401,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,277.25,61.38,112.81,277.25,61.38,112.81
1751998792534,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,266.88,55.38,128.25,266.88,55.38,128.25
1751998792651,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,257.44,50.06,134.63,257.44,50.06,134.63
1751998792768,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,246.13,45.06,137.69,246.13,45.06,137.69
1751998792885,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,228.81,38.19,139.25,228.81,38.19,139.25
1751998793002,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,210.06,31.25,139.81,210.06,31.25,139.81
1751998793237,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,140.88,8.5,135.0,140.88,8.5,135.0
1751998793354,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,94.88,-7.5,132.31,94.88,-7.5,132.31
1751998793470,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,60.63,-22.63,124.38,60.63,-22.63,124.38
1751998793587,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,49.94,-28.19,108.88,49.94,-28.19,108.88
1751998793718,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,58.94,-17.88,103.44,58.94,-17.88,103.44
1751998793838,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,87.94,5.0,113.63,87.94,5.0,113.63
1751998793955,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,161.56,36.25,132.94,161.56,36.25,132.94
