timestamp,heading,roll,pitch,acc_x,acc_y,acc_z,lin_acc_x,lin_acc_y,lin_acc_z,quat_w,quat_x,quat_y,quat_z,mag_x,mag_y,mag_z,temperature
1752776500404,182.88,-2.88,151.19,-0.16,0.13,-0.04,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776500541,182.69,-3.25,152.56,0.03,0.08,-0.16,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776500675,182.63,-3.5,153.13,-0.04,-0.08,-0.26,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776500712,182.63,-3.63,153.19,-0.01,-0.09,-0.12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776500755,182.56,-3.69,153.25,0.06,-0.17,-0.22,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776500793,182.56,-3.69,153.31,0.04,-0.23,-0.09,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776500935,182.5,-3.75,153.63,-0.09,-0.11,-0.04,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776500973,182.56,-3.75,153.69,-0.06,-0.01,-0.17,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776501016,182.63,-3.69,153.81,0.23,0.3,-0.27,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776501052,182.63,-3.75,153.81,-0.24,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776501185,182.63,-3.75,153.88,-0.11,-0.21,0.22,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776501224,182.63,-3.69,154.0,-0.01,0.0,0.13,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776501364,182.56,-3.69,154.13,-0.05,0.02,0.03,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776501406,182.56,-3.69,154.06,-0.18,-0.05,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776501452,182.56,-3.69,154.13,0.05,0.23,-0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776501486,182.69,-3.69,154.13,-0.06,0.11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776501524,182.69,-3.69,154.13,-0.01,-0.06,0.09,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776501567,182.69,-3.69,154.0,-0.08,0.03,0.03,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776501607,182.69,-3.63,154.0,-0.11,0.04,0.05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776501644,182.69,-3.63,154.06,0.0,-0.21,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776501778,182.63,-3.63,154.25,0.09,0.17,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776501818,182.56,-3.63,154.31,-0.05,0.05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776501858,182.63,-3.63,154.25,-0.05,0.01,0.04,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776501895,182.56,-3.63,154.38,0.0,0.09,0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776501927,182.63,-3.63,154.38,0.11,0.0,0.05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776501965,182.63,-3.63,154.38,0.01,0.09,-0.02,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776502008,182.56,-3.63,154.38,0.04,0.06,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776502056,182.63,-3.56,154.31,-0.04,0.03,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776502095,182.56,-3.63,154.31,0.01,0.12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776502127,182.56,-3.56,154.31,-0.11,-0.05,0.12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776502168,182.63,-3.56,154.31,-0.04,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776502309,182.56,-3.63,154.31,0.14,-0.03,0.03,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776502346,182.63,-3.63,154.38,0.03,0.09,-0.06,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776502479,182.69,-3.56,154.31,0.04,0.02,0.03,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776502516,182.69,-3.56,154.38,0.0,0.03,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776502559,182.69,-3.56,154.38,0.0,0.0,0.04,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776502596,182.69,-3.56,154.38,0.07,0.14,0.02,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776502839,182.75,-3.56,154.31,-0.19,-0.07,0.06,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776502877,182.69,-3.56,154.31,-0.04,0.02,0.14,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776502919,182.75,-3.56,154.31,0.03,0.03,0.14,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776502959,182.69,-3.56,154.31,-0.06,-0.04,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776503097,182.63,-3.56,154.31,0.07,0.08,0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776503140,182.69,-3.56,154.38,0.01,-0.12,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776503176,182.69,-3.56,154.38,-0.09,0.02,0.17,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776503218,182.69,-3.56,154.44,0.03,0.17,0.02,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776503261,182.75,-3.56,154.44,-0.02,0.14,0.09,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776503298,182.75,-3.56,154.44,0.03,0.14,0.03,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776503341,182.75,-3.56,154.44,-0.02,-0.2,0.15,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776503380,182.88,-3.63,154.44,0.04,0.0,0.12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776503427,183.0,-3.75,154.44,0.0,-0.01,-0.08,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776503471,183.19,-3.94,154.56,-0.17,0.36,0.38,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776503610,183.63,-4.38,154.94,0.0,0.04,0.05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776503648,183.63,-4.5,155.0,0.03,-0.02,0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776503692,183.69,-4.63,155.19,-0.01,0.05,0.06,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776503829,183.63,-4.75,155.69,-0.04,0.05,0.03,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776503872,183.63,-4.69,155.75,0.03,-0.08,0.15,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776503911,183.69,-4.69,155.75,-0.02,-0.06,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776503949,183.69,-4.69,155.75,-0.06,-0.11,0.12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776503982,183.69,-4.69,155.81,0.04,-0.11,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776504019,183.69,-4.69,155.88,0.1,0.15,-0.03,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776504153,183.75,-4.69,155.88,0.16,0.31,-0.14,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776504201,183.69,-4.63,155.94,0.14,-0.04,0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776504332,183.81,-4.63,156.0,0.19,0.08,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776504373,183.88,-4.63,155.94,-0.13,-0.13,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776504420,183.88,-4.63,156.0,0.0,0.06,0.21,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776504663,183.81,-4.63,156.25,0.0,0.22,0.12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776504709,183.88,-4.63,156.25,0.04,0.1,0.05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776504743,183.94,-4.63,156.25,-0.09,0.12,0.08,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776504783,183.94,-4.63,156.19,-0.08,0.0,0.12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776504821,183.94,-4.63,156.13,-0.1,0.01,0.15,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776504864,184.0,-4.63,156.06,-0.09,0.16,0.03,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776504911,184.0,-4.63,156.06,0.02,0.06,0.03,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776504951,184.0,-4.63,156.13,-0.12,0.13,0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776504984,184.0,-4.63,156.19,0.0,0.14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776505025,184.0,-4.63,156.19,0.07,0.15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776505064,184.0,-4.63,156.25,-0.08,0.14,0.02,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776505102,184.0,-4.63,156.25,0.01,0.01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776505242,184.0,-4.56,156.25,-0.08,0.22,0.04,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776505385,184.0,-4.63,156.31,-0.05,0.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776505425,184.0,-4.63,156.25,-0.04,-0.01,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776505465,184.0,-4.56,156.25,-0.06,0.0,0.09,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776505502,184.0,-4.56,156.31,-0.02,-0.08,0.06,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776505535,184.0,-4.56,156.31,-0.09,0.11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776505573,184.0,-4.56,156.31,-0.01,0.07,-0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776505615,184.0,-4.56,156.31,0.09,0.02,0.06,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776505653,184.0,-4.56,156.38,0.04,0.08,0.09,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776505695,183.94,-4.56,156.38,0.03,0.12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776505832,183.88,-4.5,156.38,-0.06,0.06,0.05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776505976,183.81,-4.5,156.44,0.08,-0.02,0.05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776506117,183.63,-4.5,156.5,0.04,0.1,0.09,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776506154,183.63,-4.5,156.5,0.02,-0.08,0.15,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776506196,183.69,-4.44,156.44,0.09,0.11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776506230,183.69,-4.38,156.44,-0.13,-0.14,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776506267,183.63,-4.38,156.44,-0.09,-0.08,0.04,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776506303,183.69,-4.38,156.44,-0.07,-0.1,0.14,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776506334,183.69,-4.31,156.38,-0.01,-0.09,0.09,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776506374,183.69,-4.31,156.38,0.03,0.0,0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776506413,183.63,-4.31,156.44,-0.07,0.0,0.06,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776506447,183.63,-4.25,156.5,0.0,0.03,0.09,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776506485,183.63,-4.25,156.5,0.08,0.14,-0.02,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776506626,183.69,-4.25,156.25,-0.05,0.01,0.19,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776506668,183.75,-4.31,156.31,-0.08,-0.08,0.12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776506899,183.69,-4.25,156.44,-0.15,0.0,0.12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776506936,183.75,-4.25,156.44,-0.04,-0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776506977,183.81,-4.25,156.38,-0.24,-0.15,0.14,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776507015,183.81,-4.25,156.44,0.13,0.01,-0.02,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776507049,183.81,-4.25,156.5,0.15,-0.01,0.13,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776507084,183.81,-4.25,156.56,0.06,0.26,0.04,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776507127,183.81,-4.25,156.56,-0.09,0.28,0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776507266,183.88,-4.31,156.44,0.0,-0.06,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776507301,183.81,-4.31,156.5,0.01,-0.02,0.16,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776507337,183.81,-4.31,156.56,0.16,0.23,-0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776507478,183.88,-4.25,156.38,-0.12,-0.05,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776507516,183.88,-4.25,156.38,0.03,0.1,0.06,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776507552,183.88,-4.31,156.38,-0.01,-0.05,0.13,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776507591,183.88,-4.31,156.44,0.02,-0.12,0.08,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776507629,183.81,-4.31,156.56,-0.07,0.0,0.06,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776507672,183.81,-4.31,156.63,-0.05,-0.02,0.11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776507709,183.75,-4.25,156.75,0.1,0.14,0.06,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776507741,183.75,-4.25,156.81,0.25,0.36,-0.06,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776507779,183.81,-4.19,156.75,0.0,0.13,0.09,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776507837,183.88,-4.19,156.69,0.0,0.36,-0.14,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776507861,183.88,-4.19,156.56,-0.12,-0.2,0.19,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776508101,183.88,-4.25,156.63,-0.01,-0.06,0.05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776508135,183.88,-4.25,156.63,0.17,0.09,0.02,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776508187,183.94,-4.25,156.63,0.05,0.14,0.11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776508234,183.88,-4.25,156.63,-0.17,0.06,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776508256,183.88,-4.25,156.56,-0.01,-0.09,0.16,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776508286,183.88,-4.25,156.56,-0.02,0.06,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776508323,183.81,-4.25,156.56,-0.05,0.05,0.02,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776508369,183.75,-4.25,156.56,-0.04,-0.01,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776508403,183.81,-4.25,156.5,0.02,0.04,0.04,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776508441,183.75,-4.25,156.5,-0.06,-0.01,0.16,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776508481,183.63,-4.31,156.56,-0.07,-0.03,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776508519,183.63,-4.31,156.56,0.02,-0.15,0.04,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776508554,183.5,-4.31,156.69,0.03,0.19,-0.04,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776508590,183.19,-4.31,156.94,0.21,0.23,-0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776508634,182.63,-4.38,157.13,0.0,0.32,-0.02,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776508773,176.94,-4.5,158.31,-0.64,0.43,-0.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776508811,174.56,-4.31,156.94,-0.58,0.83,0.11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776508843,173.19,-4.06,155.94,0.31,-1.93,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776508985,171.31,-3.94,155.63,0.41,-0.62,0.09,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776509033,170.19,-4.19,155.69,-0.41,0.76,-0.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776509067,169.44,-4.31,155.38,-0.25,-0.3,0.19,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776509104,168.19,-4.38,154.94,-0.04,0.85,-0.14,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776509241,161.13,-3.69,150.88,0.0,0.81,-0.35,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776509276,159.13,-3.5,149.88,-0.04,0.39,-0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776509313,156.38,-3.31,148.88,-0.51,0.67,0.39,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776509342,154.56,-3.19,148.0,0.04,-0.78,-0.24,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776509382,152.0,-3.0,146.75,0.39,0.19,0.26,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776509521,148.0,-2.31,143.88,-0.03,0.98,-0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776509671,147.25,-1.88,143.75,-0.05,-0.45,0.27,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776509798,149.56,-2.56,144.38,-0.48,-0.4,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776509833,151.75,-3.19,145.06,-0.31,-0.01,0.37,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776509865,155.13,-3.31,146.0,-0.54,-0.85,1.05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1752776509895,157.5,-3.44,146.5,-0.06,-0.86,0.22,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
