timestamp,heading,roll,pitch,acc_x,acc_y,acc_z,lin_acc_x,lin_acc_y,lin_acc_z,quat_w,quat_x,quat_y,quat_z,mag_x,mag_y,mag_z
1752859979764,355.0,16.0,-108.0,3.0,9.0,-3.0,0.0,-0.2,0.0,0.59,0.78,-0.2,0.03,0.0,0.0,0.0
1752859979903,355.0,16.0,-108.0,3.0,9.0,-3.0,0.0,0.0,0.1,0.59,0.78,-0.2,0.03,0.0,0.0,0.0
1752859979947,355.0,16.0,-108.0,3.0,9.0,-3.0,0.0,0.0,0.0,0.59,0.78,-0.2,0.03,0.0,0.0,0.0
1752859980093,355.0,16.0,-108.0,3.0,9.0,-3.0,-0.0,0.0,0.0,0.59,0.78,-0.2,0.02,0.0,0.0,0.0
1752859980134,355.0,16.0,-108.0,3.0,9.0,-3.0,0.0,0.0,-0.2,0.59,0.78,-0.2,0.02,0.0,0.0,0.0
1752859980275,355.0,16.0,-108.0,3.0,9.0,-3.0,0.2,-0.1,0.0,0.59,0.78,-0.2,0.02,0.0,0.0,0.0
1752859980315,355.0,16.0,-108.0,3.0,9.0,-3.0,0.3,0.0,0.0,0.59,0.78,-0.2,0.02,0.0,0.0,0.0
1752859980355,355.0,16.0,-108.0,3.0,9.0,-3.0,-0.1,-0.2,-0.0,0.59,0.78,-0.2,0.02,0.0,0.0,0.0
1752859980404,355.0,16.0,-108.0,3.0,9.0,-3.0,-0.0,-0.0,-0.2,0.59,0.78,-0.2,0.02,0.0,0.0,0.0
1752859980651,355.0,15.0,-108.0,3.0,9.0,-3.0,-0.1,0.1,-0.0,0.59,0.78,-0.2,0.02,0.0,0.0,0.0
1752859980700,355.0,15.0,-108.0,3.0,9.0,-3.0,0.1,-0.0,-0.1,0.59,0.78,-0.19,0.03,0.0,0.0,0.0
1752859980752,355.0,16.0,-108.0,3.0,9.0,-3.0,0.1,-0.2,0.1,0.59,0.78,-0.19,0.03,0.0,0.0,0.0
1752859980801,355.0,16.0,-108.0,3.0,9.0,-3.0,0.0,-0.1,-0.3,0.59,0.78,-0.19,0.03,0.0,0.0,0.0
1752859980850,355.0,15.0,-108.0,3.0,9.0,-3.0,-0.1,-0.1,-0.0,0.59,0.78,-0.19,0.02,0.0,0.0,0.0
1752859980896,356.0,15.0,-108.0,3.0,9.0,-3.0,0.1,0.1,0.1,0.59,0.78,-0.19,0.02,0.0,0.0,0.0
1752859980942,356.0,15.0,-108.0,3.0,9.0,-3.0,0.1,0.0,0.0,0.59,0.78,-0.19,0.02,0.0,0.0,0.0
